"id" "lat" "lon" "nrm" "nse" "fut1_0.9" "fut1_0.8" "fut1_0.5" "fut1_0.2" "fut1_0.1" "fut1_0.05" "fut1_0.02" "fut2_0.9" "fut2_0.8" "fut2_0.5" "fut2_0.2" "fut2_0.1" "fut2_0.05" "fut2_0.02"
"003303A" -24.43 145.46 5 -0.33672930956383 -96.1314150421285 -7.44635138183689 20.6296293436303 25.3164094263696 35.0165589993717 47.2966553490224 52.7007850784999 -52.8090264996069 -8.59496328677229 18.3962386084695 20.6472792105792 25.6955264861409 32.6569618584599 43.1842648906905
"105101A" -15.2812 144.8387 8 0.447235572864624 -20.1754029520139 -12.8274767690437 11.6037781773064 18.6491592757264 17.0636864013163 21.4713302226501 21.1203496300413 -13.3112620666534 12.0407776997402 28.6362073483913 35.4297076309548 36.6863226469045 44.876566067758 63.8678748753888
"105105A" -15.771166 145.01375 8 0.623941048364181 1.09261420888279 8.80544683384246 17.0379073365833 19.1808106259183 18.5615603111234 16.913654764366 19.5427330908091 -5.41886177115834 19.2527039186317 24.4996482078298 25.9093181921189 28.4548502242567 32.5378967617424 38.8271130495767
"108002A" -16.17875 145.281861 8 0.671561311894366 4.41420522742945 4.04863847195199 13.9336243686892 19.3180770508613 15.7178487786714 15.6120655978486 32.6536657397033 -4.5336275573366 25.5688514513774 18.9075941632039 20.9354370747287 26.6117976774679 32.0880388976505 34.903419421971
"111005A" -17.1832 145.7248 8 0.761347427988933 11.1367586807369 5.19516138353593 21.3588514082785 27.7786339264958 21.562935522695 16.2130494289541 15.0218374545563 -85.0210564231785 -15.7657897882554 8.16493312762812 14.89262884581 17.3133968487714 22.4436391177345 22.3133046651283
"111007A" -17.13 145.76 8 0.573773144071499 26.8476255513332 16.0363383092886 11.514381620487 16.7426459345198 15.8963733822086 15.7032019183497 15.7908085594843 -45.1882547838662 -14.5062592162326 -1.68742416597666 9.66683401026804 16.6766995540851 22.0800002943877 25.6875565985679
"112002A" -17.564487 145.908013 8 0.45265457576775 11.420325760781 7.64322802673735 7.2144854889577 13.3131771392055 15.4571399309831 19.1631129099137 20.1474098466817 -33.3121895004906 -17.5173410133908 -2.55112954840121 11.0250947284396 16.0191181617337 19.3023583862607 25.6693263654589
"112101B" -17.6089 145.9791 8 0.781278202889119 17.969700360048 9.13534383222872 17.0607592139574 25.2854329510223 22.5744481414485 16.4748034686366 22.1956664632998 -64.6313411969864 -23.8379316141055 1.94903568092974 13.0646874829969 18.5691938088512 22.8662150952748 27.8314017073309
"112102A" -17.71520831 145.9052083 8 0.771799645353153 4.64228429791654 7.28334354818407 18.7791189213838 22.9911631103649 20.2460547160372 17.0277084255251 18.1328443012208 -65.2380824804309 -22.4529304150836 2.98947347889615 8.77539290427469 11.6278315422292 17.3512336308685 19.3664242039994
"113004A" -17.73961111 145.62875 8 0.70332746751106 7.19517439108063 3.82717901768389 12.8480001249914 22.3162797495004 19.3657457218615 26.5458542847041 31.4931135131786 -53.2800666930122 -25.4817021782427 2.16108406268188 19.2779735359135 24.9828989385246 25.1047315856069 33.1930986317822
"114001A" -18.1069 145.8054 8 0.496649213415485 8.60603792571352 3.64720101818667 20.4316184072964 23.4516625988859 25.2301422129361 29.7462547917118 28.0697655711872 -39.3733066308546 -13.5249153862635 4.12974767606049 13.5312009350183 18.2246588590526 26.6502197752659 38.7856000568812
"116006B" -18.49125 145.922213 8 0.717970368506333 -55.3282330823622 32.9950912685218 45.7323425542414 59.2831036257535 53.2645646797858 49.8895817234406 53.6253939192164 -33.1989281217122 25.4861369123925 41.8053716984279 45.1396719199003 46.0907538187376 47.2204519083654 51.9399922908918
"116010A" -18.2044 145.5369 8 0.5793466588775 39.969904927562 9.59724615414935 32.4523205539503 36.4229987829284 35.9742134911901 35.5309455914644 48.4938121727384 -56.8423626435344 -5.21707193250676 12.61588808465 24.74150331649 30.0432442618084 36.2752217756775 54.5198565672572
"116011A" -17.60505 145.47745 8 0.571757246532603 15.7194271463554 42.92847754465 27.3576138006846 33.7182264332374 36.9309961441542 31.106854776466 43.5111862786812 -11.0065341443922 14.0335192468559 35.9758022295592 37.907643193799 33.2974612346577 32.7896202430393 36.5681377001627
"116013A" -17.65125 145.3410684 8 0.562702685093621 28.3766463578842 45.2997429850776 35.4379925808386 39.6616646553989 43.678608694454 32.6936732138428 41.240106785903 -15.2745831545177 16.8389353768933 43.3304207247155 42.3811538534821 37.4069982649048 37.2480514686834 35.8351496725822
"116014A" -17.6266 145.29875 8 0.526994062050883 -46.2541518051789 50.9170236005419 29.4684146736296 40.2910243258687 32.8550373409471 28.4569846480133 28.1623623698839 -21.6981206307144 11.3490033028146 29.2925382247907 32.4291993595786 32.4551003101128 33.3383229163086 42.8562414099182
"116015A" -17.73625 145.437374 8 0.762244030857855 64.9851674078023 44.8552927631112 31.4016448256352 35.642827752763 34.5375438381045 27.268203348215 33.8676127141865 -35.0642729759033 7.75012216967458 25.8227073262945 29.9646823167298 32.7453520188811 34.9246846141463 36.8224257925723
"117002A" -19.2377 146.6329 4 0.158371940892194 -103.856208893743 -8.12812515939413 17.4240214929838 22.4235325967532 26.1302502689611 25.2611973727527 22.6512765521606 -113.235030320327 -12.4189683965159 8.39325071723027 5.99162327030375 7.56652903735826 9.05016399459678 13.1261025218013
"117003A" -19.185 146.5461 4 0.670352522199925 -38.3056258366856 -13.2255517923884 14.0526208573842 20.3998334377823 20.3380863559408 16.4287929227355 11.3930365712458 -32.4562954139083 -13.651717108965 2.57288468348324 10.7991680761193 11.5761486156541 11.0396518827916 18.5564952732198
"118106A" -19.39 146.96 4 0.786096606746021 -124.716268685735 2.43818595921805 21.7066861769984 19.1161122033938 19.1671712929108 22.3591618143531 21.6567650824101 -259.055512777185 -20.5516334638457 3.82917576095669 0.25103373470926 2.89707116065121 5.16158634693545 7.00505649890903
"119003A" -19.63 147.11 4 0.726372613668769 -98.3011338488832 8.259739068565 31.5409484642176 41.0700640882724 38.183219269884 34.9566521524492 35.8663148688689 -34.1251963546881 -26.0233584075852 17.9096213225146 12.2877853988805 9.53475916219618 8.26005119524656 12.9285283795318
"120102A" -19.3719 146.3589 4 0.565208581143338 -37.8867215788671 -19.3174173902081 14.8726257426869 19.4059897887004 18.1939998960594 14.0921088790385 11.8819486254783 -27.5968805900795 -14.0934570924166 4.89406080634846 12.8018637097215 14.604280292711 15.4686555329953 21.4783566134027
"120301B" -21.53 146.86 4 -0.428876953427067 -60.4053307446421 23.5905854547138 58.9726818844817 52.7083451738622 42.3059447087341 49.3041862014809 55.4585377282184 -153.881248100978 -1.23011939410807 83.5776359709356 103.14585509411 110.464647860445 115.155187899724 104.670129402867
"120304A" -21.45 147.71 4 0.260138953405225 18.5809472734896 -19.8467737687685 23.1285663395375 29.9935036382302 31.4711454992974 31.6704022362697 31.0519031534741 71.4512466457236 -69.2599933372204 2.79776110039165 25.5676568615863 25.4536847443395 26.3188475307791 44.7088006366101
"121002A" -19.94 147.84 4 0.640462704015636 -142.753046942206 -25.5842641858379 1.65123000769359 8.72038531123636 13.1137886711746 17.3423408672403 22.1759671711308 -106.1361710179 -35.2381874834526 -4.95066146312557 8.41332254322722 9.39411021250024 11.2451016565646 13.6271631047601
"121003A" -20.15 148.15 4 0.570658766698862 -60.9109488789853 -23.5387089279339 3.20287094769699 7.84121357003272 14.5571597075503 24.9526068897363 40.3712323648856 -13.8343446400035 -45.1054471442462 -10.682597288931 -2.58515643358401 3.70889476012874 13.8112349832164 15.7409013183002
"122004A" -20.300381 148.547119 8 0.714207654397187 -38.5172059288504 -15.1179632278555 -3.24799718710856 4.93089362487456 6.77100940490349 11.6572095018328 19.1782398091531 -26.0455707606444 -11.1728047636004 -10.4537719728912 6.19116917615696 6.40088372049209 12.0406387902705 19.4646736618642
"124002A" -20.9075 148.7586 8 0.833565565348853 -56.1918097992175 -20.1638575173197 -5.02459492102574 4.58982051413934 8.00625651421792 6.09243456439652 10.6622300969797 -27.2200288259955 -17.4617125151975 -10.5724678214568 5.52179152926933 10.773455393983 17.4345775232471 26.985064209283
"125005A" -21.3228 148.8351 8 0.838230864648018 -112.375802359389 -2.15691608727511 15.0232028030695 19.8839498695433 23.6636566253968 28.0920636455059 31.29966306357 -33.7233793256829 -35.6952972368536 -14.9042254161692 -2.14158846719994 8.19224977004324 27.8767636552449 26.1577843599776
"126003A" -21.915676 149.39875 8 0.821221923851846 -67.9713769338128 -12.5642871442717 12.7451791405647 10.5774342737547 12.9936960955366 14.6739146302344 16.5291040551111 -48.3392297633428 -35.8444457960795 -24.0321603357338 -13.3315954816457 -7.54627586645077 2.17888832795029 15.9649791982635
"129001A" -22.835 150.6653 2 0.475836877901792 -93.0559931673784 1.30388742660098 21.7309609686086 9.33380310864914 8.07381046219514 12.5470135476391 8.77393984819377 -72.0331561763327 -14.9422084963378 -6.66475322742647 -1.01950977631757 8.8582967216162 19.1003445486873 21.3415241659849
"130004A" -23.8191 150.8206 2 0.332729317419379 -176.125897166137 -35.7451949826063 2.70221702386659 17.2251485397331 28.723974769173 40.5465068109935 49.3113371534873 -143.927716611705 -17.2370555746894 8.88290716439553 17.6847757099592 26.3336698371342 39.7611441536905 58.0705776566544
"130302A" -25.64 149.79 2 -0.0512995019420666 -104.298805983544 -9.51223163422609 14.0016405996732 34.9210667332271 38.9064251968257 45.7836950972264 73.4094717749981 -177.994982629041 17.0111391247459 137.276562353979 140.745682122461 128.504013700172 118.734425849073 112.944279586317
"130324A" -25.7447 149.3299 2 0.484529733402146 22.5386693652327 3.26238049453971 26.6159209029647 32.0880357406951 36.4656970603943 42.8627621877627 64.7447123158665 271.709204118444 62.4132339525119 123.689688287221 123.094204294344 118.833984107357 116.57789423313 118.514852267908
"130403A" -22.0383 149.1286 2 0.727122360601622 -80.751757448205 -10.7039597742037 12.7601107711773 15.6265957826588 16.9097908401171 21.0939729879594 26.1857706479109 -46.0517497617509 -37.2502408598639 -22.5993097977305 -7.98322929064921 1.7083095045309 13.2383446620427 24.7026130215639
"130410A" -22.1742 148.3811 2 0.477540453636463 423.775817382471 -16.5815885793411 47.4929740553795 56.5338701253747 56.6743461893239 55.432657693109 52.8427579130868 406.29422202085 -71.3246213300073 2.07848668658632 28.4463710171879 42.0188307014662 55.8999696961665 61.3952983640966
"130413A" -21.7696 148.7869 2 0.669861468269428 48.9177312157106 -4.7727970429862 19.620585571784 27.3023500462823 29.8551352481659 27.0878928084018 31.7472087383199 45.0879956392702 -63.8382655047827 -27.1779982711859 -6.85547756385522 12.4528876175234 26.7554587068424 28.8954685703734
"132001A" -23.99 151.1 2 0.784250958567385 -115.636829689563 -34.0338967486255 3.00658064414118 23.2662180921389 33.8334509121306 41.2779043385973 49.0655463757291 -62.6940370119706 -9.8634780451014 7.8584361726621 27.7142880139244 40.9401143904956 52.9886230628722 61.5191942320374
"135002A" -24.7533 151.5872 2 0.642366871824809 -18.2574934772859 -18.4359030699196 -9.18744384685189 4.16251125674055 13.4839975097251 18.2309371715313 15.5201260620907 -50.7564163241537 8.0701612228413 49.1624022067224 46.2333964938405 44.4928478744405 42.5530496081982 41.4775144962685
"135004A" -24.97 151.89 2 0.706889659089723 -295.617241181009 -55.6367817208949 8.6736289037163 22.7000135555961 17.8207125548596 15.2666615623794 12.6022194108447 -183.035932189234 -18.1775422867168 46.7263691867909 51.6801837331625 37.5435923917269 24.9686273161683 30.9461105604364
"136006A" -25.2731 151.5173 2 0.295348545921522 -226.187813116175 -32.8507679004023 18.7625035979416 34.1354775037012 36.4320895052082 25.4234636392607 23.6696478600845 -185.449560465384 -12.8235448731444 55.7465106077062 64.9601547227571 56.8374452087089 48.3421519756443 54.8785043044888
"136202D" -26.301221 152.043779 2 0.798511349098957 4.45727194899185 27.6500624075986 46.7120144864307 39.2577415047683 33.3808423538166 29.9655328345759 35.6473259498047 37.4092639719721 5.0699737134105 55.6283254843201 49.3920891322939 43.1996576337927 45.6413525944524 54.2288300768889
"136203A" -26.73635469 151.8136453 2 0.515869466201973 95.221181389335 48.9309462590096 65.2015948420085 43.3183812595487 31.4738998994225 26.002025400989 16.2737796310479 -117.031622978808 8.87455523006615 49.4584318854767 62.092912858162 56.3322114311687 49.7743416704036 56.5612595022477
"136208A" -25.902786 151.84375 2 0.425996356147958 -53.9006848049192 12.840181986375 28.9038993703343 38.8652297295998 36.4563773957457 38.4386938389873 52.1883495069361 -111.42653222933 -5.95880929474089 44.8031920626485 45.4428738179734 44.3780475739766 46.3060778028965 48.052345543617
"136304A" -26.1816 151.5461 2 0.742563726903457 -41.3900147727164 8.63456157422018 57.9445851106204 45.5207202244027 27.3947329367183 23.953104519378 40.9374817093996 -259.764104527159 -6.3870237348251 81.6600168568308 96.0569996027132 102.592515541407 97.7308377534328 89.8572939247853
"137101A" -25.0866455 152.2408545 2 0.200977706879584 -289.576577973105 -40.5937562909888 34.8009698986706 43.6101129885212 41.571058940915 35.0141631358882 16.3604013886187 -59.0699899497964 27.68906329826 51.0104576951416 48.5131649939231 42.7791951371545 41.2784245473329 52.3500609176435
"137201A" -25.2662455 152.3687455 2 0.506293644847429 -186.060300027169 -16.2768521132497 22.6689612404185 25.5793962289694 21.6808101834197 11.4367781615035 6.83070740663327 -140.052714793363 64.4351668672316 39.2156111007309 30.8162998992476 24.0800168984079 28.9166871464632 30.7025771138542
"138009A" -26.07875 152.7838197 2 0.631652636364755 -90.8751733826915 -35.3484974933236 -17.4351044488786 7.24451962676849 17.2425340686967 14.9026005374884 14.1173118649713 -76.6397212027098 -0.374927725858445 14.2263535100578 20.3968829405609 12.549061546397 4.30696875389168 -3.34233477451843
"138110A" -26.63 152.7 2 0.801128090685064 -132.283792878994 -11.9628469766918 20.8702383961049 20.2330761069981 21.1205213956447 24.1415350049602 22.3044237555351 -103.677912336051 -5.27802600081422 29.4990911384403 26.306926394206 17.5275560789116 14.7965086120807 20.7777520998024
"138903A" -25.82 152.72 2 0.854129048778714 -92.1513015355785 -27.6365020328412 2.06317577002975 17.5394958233503 15.9956537730394 11.4281148368429 7.92031648851985 -142.194551499833 -1.45077901698422 26.2935893443077 18.5084567773079 12.4476500604052 6.4600517894112 5.13841237764061
