"id" "lat" "lon" "nrm" "nse" "fut1_0.9" "fut1_0.8" "fut1_0.5" "fut1_0.2" "fut1_0.1" "fut1_0.05" "fut1_0.02" "fut2_0.9" "fut2_0.8" "fut2_0.5" "fut2_0.2" "fut2_0.1" "fut2_0.05" "fut2_0.02"
"003303A" -24.43 145.46 5 -0.33672930956383 -10.5707925473587 -2.75533443695258 6.5608788689273 18.3061567837049 23.5911365245757 27.8781739039663 32.7083079903268 -5.8230627493238 6.19771434572631 16.912078760867 22.2636787733862 26.4473792415994 30.4760169824585 35.6947791743115
"105101A" -15.2812 144.8387 8 0.447235572864624 -2.26012070415987 5.20292935637327 22.463880001975 26.6953486828814 26.8768996690455 26.3846281385717 26.7951613824532 0.69134053044139 8.47391225655423 22.6604882587168 32.9582456433408 36.5283829353634 38.3177888142149 46.4883056429736
"105105A" -15.771166 145.01375 8 0.623941048364181 -3.72700537005715 1.39712936928703 16.1821339782694 19.3883758144441 20.4414356280523 20.0473673347499 22.6877276554511 -2.19023090676531 2.65426333811795 15.8906217613729 24.5167764662699 29.9597517982341 33.7030973917762 35.1073338685772
"108002A" -16.17875 145.281861 8 0.671561311894366 -4.96663172750946 7.58604007088538 21.4095929997396 20.2065866207626 17.3030598157505 18.5139293190873 21.506509918679 -3.71881692636274 4.96185119704398 14.7787705354033 21.1616691160313 23.8905577252519 25.9597311241427 31.384197140518
"111005A" -17.1832 145.7248 8 0.761347427988933 2.18499779510262 0.99990308201033 3.7349122652292 12.6573955299295 13.4922651618392 18.1255500140612 19.432531609667 -14.4864868019229 -7.94093730864564 4.56696900398842 14.2631892131436 17.8731919954362 21.7375393084134 28.2057759624353
"111007A" -17.13 145.76 8 0.573773144071499 2.40129950135018 0.680528462313265 3.69920021412385 12.3740946302328 13.1250239136487 17.1808172938898 18.8228470696546 -15.6787970665561 -8.67781227123719 4.09602995974592 13.5898388645741 17.0762437769848 21.4947901393768 27.3250286549642
"112002A" -17.564487 145.908013 8 0.45265457576775 1.3660614785031 2.56226876229643 4.45196210132542 9.18429319511927 12.6867649812121 13.7149892559714 17.6616216916223 -10.1967013023218 -4.72469101182335 5.22600006511615 11.9610115161094 15.6801803269599 16.7134075390605 17.799667598314
"112101B" -17.6089 145.9791 8 0.781278202889119 2.36339743129466 3.19901539222977 5.30195569820114 12.3404962591209 14.7800141057808 19.9713256699539 27.9396379611989 -7.56898497287142 -1.9623880856027 7.06226636851937 17.233096039265 21.3357676374441 23.4245300406835 28.0289846842505
"112102A" -17.71520831 145.9052083 8 0.771799645353153 -0.38766057814976 2.48897898417959 4.36020857038751 10.6397300491747 13.8161633925444 17.218868082207 16.7307877811704 -9.15464646385485 -2.99103114823758 4.39877049627976 12.2733482223381 16.6343200895946 19.1053396853908 21.8777733772515
"113004A" -17.73961111 145.62875 8 0.70332746751106 2.01053411432038 4.84285315344136 10.8612395669907 17.0379348090808 15.5218878986075 22.6410963311142 33.7003820364639 -6.77233654093346 -2.85350883304774 13.5203915160984 24.565112764971 27.0919117585018 27.8757127925689 35.9475808508072
